,topic,user_email,start_time,end_time,duration,total_minutes,participants_count
1177,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-11-11T15:57:34Z,2020-11-11T18:59:37Z,183,1999,21
1178,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-08-05T14:59:56Z,2020-08-05T17:58:12Z,179,3254,29
1179,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-24T14:56:06Z,2020-06-24T18:04:27Z,189,2779,23
1180,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-03T14:56:56Z,2020-06-03T18:06:39Z,190,4116,44
1181,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-02T15:02:24Z,2020-09-02T17:57:45Z,176,2149,19
1182,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-24T16:02:32Z,2021-03-24T18:57:07Z,175,1021,17
1183,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-23T15:02:24Z,2020-09-23T18:14:35Z,193,4009,46
1184,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-04-01T14:57:46Z,2020-04-01T18:26:13Z,209,2626,46
1185,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-30T16:00:12Z,2020-12-30T17:43:11Z,103,835,12
1186,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-01-13T16:00:58Z,2021-01-13T18:59:23Z,179,1218,12
1187,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-10-21T15:01:19Z,2020-10-21T17:54:30Z,174,2066,27
1188,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-16T14:54:22Z,2020-09-16T18:17:45Z,204,4294,49
1189,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-07-15T15:03:07Z,2020-07-15T17:55:24Z,173,3277,30
1190,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-05-13T14:53:55Z,2020-05-13T18:03:11Z,190,2897,24
1191,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-09T15:57:23Z,2020-12-09T19:10:32Z,194,1369,13
1192,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-18T14:13:53Z,2021-02-18T14:34:43Z,21,40,2
1193,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-30T17:45:33Z,2020-12-30T18:55:47Z,71,264,7
1194,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-17T14:59:09Z,2020-06-17T17:53:36Z,175,2613,26
1195,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-11-25T15:57:16Z,2020-11-25T19:18:16Z,202,1450,19
1196,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-02T15:59:44Z,2020-12-02T19:05:03Z,186,1165,12
1197,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-24T15:50:18Z,2021-02-24T18:54:58Z,185,1956,29
1198,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-23T15:55:35Z,2020-12-23T19:07:50Z,193,1884,17
1199,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-03-18T15:53:31Z,2020-03-18T19:00:24Z,187,3133,61
1200,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-10T14:57:25Z,2020-06-10T17:51:19Z,174,2587,22
1201,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-08-12T14:57:27Z,2020-08-12T17:59:37Z,183,2182,18
1202,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-10T16:03:15Z,2021-03-10T19:01:45Z,179,1211,15
1203,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-16T15:59:41Z,2020-12-16T19:20:09Z,201,1242,10
1204,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-04-07T15:02:16Z,2021-04-07T18:14:45Z,193,1474,17
1205,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-08-19T14:57:42Z,2020-08-19T18:09:14Z,192,3042,26
1206,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-10-14T15:00:12Z,2020-10-14T18:09:07Z,189,3572,27
1207,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-05-06T14:59:46Z,2020-05-06T18:23:44Z,204,2374,17
1208,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-10T15:59:39Z,2021-02-10T19:00:32Z,181,2588,32
1209,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-03T15:54:40Z,2021-02-03T19:00:34Z,186,3574,42
1210,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-03T15:59:39Z,2021-03-03T19:04:53Z,186,1773,19
1211,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-05-20T14:54:32Z,2020-05-20T18:11:22Z,197,4351,45
1212,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-01-27T16:00:16Z,2021-01-27T18:50:56Z,171,1300,10
1213,"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-01-20T16:06:27Z,2021-01-20T18:59:10Z,173,920,22
1214,"ירדן, לי, אלה וסביון",branch60@she-codes.org,2021-03-24T12:03:06Z,2021-03-24T12:58:33Z,56,193,5
1215,ישיבת צוות אינטל חיפה,branch60@she-codes.org,2021-04-09T06:59:18Z,2021-04-09T08:39:43Z,101,1025,14
1216,"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-03-23T18:20:02Z,2020-03-23T19:31:47Z,72,709,21
1217,"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-03-30T14:43:33Z,2020-03-30T18:27:37Z,225,2541,25
1218,"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-03-23T16:24:11Z,2020-03-23T18:18:29Z,115,1920,37
1219,"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-04-06T15:33:47Z,2020-04-06T18:13:49Z,161,1445,17
1220,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-31T14:52:25Z,2020-03-31T14:53:11Z,1,2,2
1221,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-01T16:19:49Z,2020-12-01T19:35:54Z,197,4479,43
1222,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-04-06T15:30:24Z,2021-04-06T18:31:57Z,182,1082,17
1223,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-01-05T16:25:19Z,2021-01-05T19:24:57Z,180,3152,36
1224,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-04-07T15:27:01Z,2020-04-07T18:37:27Z,191,4349,95
1225,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-09T15:20:42Z,2020-06-09T18:33:01Z,193,3248,22
1226,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-07-28T15:22:10Z,2020-07-28T18:16:28Z,175,1044,11
1227,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-08-18T15:25:44Z,2020-08-18T18:21:50Z,177,1525,18
1228,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-15T14:52:36Z,2020-09-15T14:56:40Z,5,6,4
1229,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-02-02T16:26:39Z,2021-02-02T19:24:52Z,179,1683,16
1230,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-03-09T16:27:45Z,2021-03-09T19:17:37Z,170,1288,13
1231,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-24T13:25:49Z,2020-03-24T13:30:01Z,5,5,2
1232,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-22T16:17:28Z,2020-12-22T20:17:00Z,240,4260,34
1233,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-10-27T16:24:45Z,2020-10-27T19:32:06Z,188,4137,37
1234,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-05-19T15:15:26Z,2020-05-19T18:48:39Z,214,4697,37
1235,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-22T15:23:39Z,2020-09-22T18:36:04Z,193,5810,44
1236,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-28T09:02:10Z,2020-09-28T09:55:44Z,54,106,2
1237,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-01T15:23:32Z,2020-09-01T18:17:13Z,174,1604,17
1238,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-16T15:15:22Z,2020-06-16T15:16:26Z,2,2,2
1239,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-05-05T15:21:38Z,2020-05-05T18:38:17Z,197,3860,30
1240,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-29T15:23:52Z,2020-09-29T18:36:04Z,193,4729,51
1241,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-01-19T16:17:39Z,2021-01-19T19:25:11Z,188,2241,23
1242,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-08T16:21:14Z,2020-12-08T19:31:46Z,191,4389,33
1243,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-11-24T16:19:59Z,2020-11-24T19:40:39Z,201,5049,45
1244,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-15T15:10:29Z,2020-09-15T19:01:43Z,232,7185,59
1245,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-11-10T12:32:08Z,2020-11-10T12:33:42Z,2,3,2
1246,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-24T16:15:11Z,2020-03-24T19:34:47Z,200,6458,179
1247,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-05-12T15:21:19Z,2020-05-12T18:33:44Z,193,3193,24
1248,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-08-04T15:22:54Z,2020-08-04T18:42:41Z,200,1412,9
1249,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-16T19:31:37Z,2020-03-16T19:41:36Z,10,20,4
1250,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-04-21T15:01:07Z,2020-04-21T18:31:56Z,211,3855,74
1251,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-15T15:06:03Z,2020-09-15T15:06:53Z,1,2,2
1252,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-17T16:20:37Z,2020-03-17T19:29:56Z,190,2086,20
1253,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-10-20T15:23:25Z,2020-10-20T19:34:19Z,251,4020,30
1254,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-02-23T16:16:56Z,2021-02-23T19:25:49Z,189,1695,11
1255,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-07-14T15:22:01Z,2020-07-14T18:26:34Z,185,1682,14
1256,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-05-26T15:27:18Z,2020-05-26T19:30:55Z,244,4044,52
1257,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-08-25T15:21:09Z,2020-08-25T18:31:36Z,191,1628,15
1258,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-01-26T16:20:05Z,2021-01-26T19:21:33Z,182,1789,17
1259,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-29T16:20:37Z,2020-12-29T19:28:42Z,189,2963,29
1260,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-11-10T16:12:26Z,2020-11-10T19:37:01Z,205,7609,79
1261,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-03-02T16:20:07Z,2021-03-02T19:43:02Z,203,1898,15
1262,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-01-12T16:21:55Z,2021-01-12T19:22:18Z,181,2718,26
1263,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-11-17T16:20:16Z,2020-11-17T19:38:36Z,199,5396,48
1264,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-31T15:20:23Z,2020-03-31T18:34:36Z,195,4841,140
1265,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-08-11T15:23:06Z,2020-08-11T18:23:36Z,181,1507,12
1266,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-16T15:20:49Z,2020-06-16T18:31:59Z,192,2782,31
1267,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-23T15:21:27Z,2020-06-23T18:28:06Z,187,2888,23
1268,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-15T16:16:05Z,2020-12-15T18:32:18Z,137,1145,15
1269,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-02T15:21:49Z,2020-06-02T18:28:36Z,187,3392,27
1270,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-30T15:25:51Z,2020-06-30T18:28:47Z,183,1964,17
1271,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-07-21T15:27:11Z,2020-07-21T18:29:13Z,183,1776,15
1272,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-02-09T16:08:56Z,2021-02-09T19:13:18Z,185,1262,12
1273,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-02-16T16:19:51Z,2021-02-16T19:29:40Z,190,1466,11
1274,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-07-07T15:18:06Z,2020-07-07T18:31:51Z,194,1926,14
1275,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-11-03T16:24:26Z,2020-11-03T19:30:14Z,186,3492,34
1276,"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-03-16T16:17:09Z,2021-03-16T19:42:51Z,206,1694,14
1277,"Haifa University, Wednesday 17:30-20:30",branch70@she-codes.org,2020-04-01T14:19:38Z,2020-04-01T17:29:25Z,190,1593,16
1278,"Haifa University, Wednesday 17:30-20:30",branch70@she-codes.org,2020-03-18T15:12:32Z,2020-03-18T18:29:58Z,198,1964,32
1279,"Haifa University, Wednesday 17:30-20:30",branch70@she-codes.org,2020-03-25T15:14:34Z,2020-03-25T18:36:54Z,203,2087,26
1280,"Haifa University, Wednesday 17:30-20:30",branch70@she-codes.org,2020-04-22T14:11:01Z,2020-04-22T17:30:41Z,200,2037,26
1281,Haifa Uni,branch70@she-codes.org,2020-06-24T14:20:42Z,2020-06-24T16:24:31Z,124,348,5
1282,Haifa Uni,branch70@she-codes.org,2020-07-01T14:20:53Z,2020-07-01T18:24:07Z,244,1004,10
1283,Haifa Uni,branch70@she-codes.org,2020-05-27T14:30:11Z,2020-05-27T18:07:53Z,218,1121,12
1284,Haifa Uni,branch70@she-codes.org,2020-06-10T14:16:19Z,2020-06-10T17:33:26Z,198,1150,8
1285,Haifa Uni,branch70@she-codes.org,2020-05-20T14:13:22Z,2020-05-20T17:17:49Z,185,1777,25
1286,Haifa Uni,branch70@she-codes.org,2020-06-03T14:18:32Z,2020-06-03T17:30:15Z,192,1759,14
1287,Haifa Uni,branch70@she-codes.org,2020-06-17T14:16:21Z,2020-06-17T17:41:14Z,205,1248,10
1288,Haifa Uni,branch70@she-codes.org,2020-05-20T17:19:36Z,2020-05-20T17:29:33Z,10,20,2
1289,Haifa Uni,branch70@she-codes.org,2020-07-29T14:09:18Z,2020-07-29T17:03:13Z,174,284,2
1290,Haifa Uni,branch70@she-codes.org,2020-08-05T14:26:42Z,2020-08-05T17:04:19Z,158,399,3
1291,Haifa Uni,branch70@she-codes.org,2020-07-15T14:14:23Z,2020-07-15T17:25:27Z,192,983,12
1292,Haifa Uni,branch70@she-codes.org,2020-08-19T14:18:25Z,2020-08-19T15:27:31Z,70,93,3
1293,Haifa Uni,branch70@she-codes.org,2020-07-08T14:38:48Z,2020-07-08T17:51:37Z,193,490,3
1294,NG Summer Challenge 2020 - Group 5,branch70@she-codes.org,2020-08-18T07:27:44Z,2020-08-18T10:14:11Z,167,971,7
1295,NG Summer Challenge 2020 - Group 5,branch70@she-codes.org,2020-08-20T06:45:09Z,2020-08-20T10:33:41Z,229,1142,10
1296,NG Summer Challenge 2020 - Group 5,branch70@she-codes.org,2020-08-19T06:49:56Z,2020-08-19T10:56:49Z,247,1112,10
1297,Haifa Uni,branch70@she-codes.org,2020-12-30T15:17:33Z,2020-12-30T18:29:10Z,192,659,9
1298,Haifa Uni,branch70@she-codes.org,2021-04-07T14:44:36Z,2021-04-07T17:29:08Z,165,284,4
1299,Haifa Uni,branch70@she-codes.org,2021-02-17T15:37:24Z,2021-02-17T18:34:02Z,177,537,4
1300,Haifa Uni,branch70@she-codes.org,2021-01-06T15:09:46Z,2021-01-06T16:57:52Z,109,284,4
1301,Haifa Uni,branch70@she-codes.org,2020-12-09T15:15:54Z,2020-12-09T18:29:24Z,194,1169,16
1302,Haifa Uni,branch70@she-codes.org,2020-11-04T15:15:55Z,2020-11-04T19:00:00Z,225,1300,18
1303,Haifa Uni,branch70@she-codes.org,2020-12-02T15:26:43Z,2020-12-02T18:04:17Z,158,594,8
1304,Haifa Uni,branch70@she-codes.org,2021-02-24T15:31:16Z,2021-02-24T18:31:52Z,181,448,5
1305,Haifa Uni,branch70@she-codes.org,2020-09-30T14:25:01Z,2020-09-30T17:30:54Z,186,1469,14
1306,Haifa Uni,branch70@she-codes.org,2021-03-03T15:10:59Z,2021-03-03T18:03:34Z,173,335,10
1307,Haifa Uni,branch70@she-codes.org,2021-03-17T15:15:53Z,2021-03-17T18:51:47Z,216,461,8
1308,Haifa Uni,branch70@she-codes.org,2020-11-11T15:14:05Z,2020-11-11T18:29:00Z,195,1824,27
1309,Haifa Uni,branch70@she-codes.org,2020-09-02T14:16:46Z,2020-09-02T16:26:50Z,131,307,4
1310,Haifa Uni,branch70@she-codes.org,2020-11-25T15:26:25Z,2020-11-25T18:11:38Z,166,434,6
1311,Haifa Uni,branch70@she-codes.org,2020-11-18T15:20:08Z,2020-11-18T18:23:02Z,183,925,11
1312,Haifa Uni,branch70@she-codes.org,2021-02-03T15:41:14Z,2021-02-03T18:43:25Z,183,505,5
1313,Haifa Uni,branch70@she-codes.org,2020-12-23T15:13:27Z,2020-12-23T18:10:48Z,178,867,7
1314,Haifa Uni,branch70@she-codes.org,2021-01-20T15:16:06Z,2021-01-20T18:30:46Z,195,510,4
1315,Haifa Uni,branch70@she-codes.org,2020-09-23T14:18:26Z,2020-09-23T17:30:32Z,193,1627,24
1316,Haifa Uni,branch70@she-codes.org,2021-03-24T15:05:57Z,2021-03-24T18:42:01Z,217,393,5
1317,Haifa Uni,branch70@she-codes.org,2020-10-14T14:22:04Z,2020-10-14T17:26:44Z,185,1011,11
1318,Haifa Uni,branch70@she-codes.org,2021-01-13T15:25:34Z,2021-01-13T17:24:53Z,120,363,5
1319,Haifa Uni,branch70@she-codes.org,2020-09-16T14:11:10Z,2020-09-16T17:37:41Z,207,1577,16
1320,Haifa Uni,branch70@she-codes.org,2020-12-16T15:20:24Z,2020-12-16T19:20:11Z,240,574,9
1321,Haifa Uni,branch70@she-codes.org,2020-10-21T14:25:21Z,2020-10-21T17:40:39Z,196,858,10
1322,Haifa Uni,branch70@she-codes.org,2021-03-10T15:46:10Z,2021-03-10T17:54:38Z,129,236,4
1323,Haifa Uni,branch70@she-codes.org,2021-02-10T15:13:57Z,2021-02-10T18:32:51Z,199,638,5
1324,she codes & Filin,branch70@she-codes.org,2021-02-09T08:46:08Z,2021-02-09T09:20:50Z,35,90,3
1325,"Nazareth Microsoft, Wednesday 18:00-21:00",branch80@she-codes.org,2020-04-22T14:59:38Z,2020-04-22T18:10:41Z,192,4060,114
1326,"Nazareth Microsoft, Wednesday 18:00-21:00",branch80@she-codes.org,2020-03-18T15:47:51Z,2020-03-18T19:06:35Z,199,6952,87
1327,"Nazareth Microsoft, Wednesday 18:00-21:00",branch80@she-codes.org,2020-03-25T15:40:11Z,2020-03-25T19:20:27Z,221,6140,232
1328,"Nazareth Microsoft, Wednesday 18:00-21:00",branch80@she-codes.org,2020-04-01T14:47:03Z,2020-04-01T18:19:25Z,213,4663,199
1329,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-05-19T13:44:18Z,2020-05-19T17:43:06Z,239,5244,51
1330,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-07-28T14:03:24Z,2020-07-28T14:08:15Z,5,21,10
1331,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-08-18T13:51:17Z,2020-08-18T17:02:25Z,192,2098,20
1332,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-01-26T15:00:32Z,2021-01-26T18:01:32Z,181,1098,7
1333,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-03-09T15:01:18Z,2021-03-09T18:08:01Z,187,2493,27
1334,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-01-12T14:33:35Z,2021-01-12T17:53:43Z,201,999,9
1335,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-03-31T13:53:14Z,2020-03-31T17:00:35Z,188,5204,194
1336,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-06-30T13:22:44Z,2020-06-30T17:25:30Z,243,2766,30
1337,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-05-05T13:47:41Z,2020-05-05T17:04:41Z,198,2998,24
1338,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-01-05T14:27:55Z,2021-01-05T18:07:29Z,220,1464,12
1339,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-02-02T14:44:27Z,2021-02-02T18:04:20Z,200,3332,28
1340,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-12-22T14:56:51Z,2020-12-22T18:03:29Z,187,1573,11
1341,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-07-14T13:49:47Z,2020-07-14T17:00:25Z,191,1669,16
1342,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-08-11T13:40:23Z,2020-08-11T17:00:20Z,200,2328,15
1343,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-07-07T13:43:10Z,2020-07-07T17:01:04Z,198,1977,16
1344,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-09-15T13:33:21Z,2020-09-15T17:05:07Z,212,4171,42
1345,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-03-17T14:44:56Z,2020-03-17T17:09:27Z,145,533,7
1346,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-02-23T14:27:36Z,2021-02-23T18:03:10Z,216,2191,14
1347,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-06-02T13:21:46Z,2020-06-02T17:00:18Z,219,3072,22
1348,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-10-27T14:58:53Z,2020-10-27T18:05:20Z,187,1741,13
1349,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-11-10T14:41:54Z,2020-11-10T18:07:09Z,206,3342,29
1350,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-03-24T14:24:13Z,2020-03-24T18:00:02Z,216,5965,162
1351,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-03-16T14:58:13Z,2021-03-16T18:01:38Z,184,2277,20
1352,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-04-07T13:52:22Z,2020-04-07T17:02:41Z,191,3133,118
1353,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-09-22T13:44:01Z,2020-09-22T17:08:11Z,205,3487,33
1354,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-12-29T14:47:25Z,2020-12-29T17:57:05Z,190,1338,11
1355,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-02-16T14:36:26Z,2021-02-16T18:08:46Z,213,3072,20
1356,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-05-26T14:00:30Z,2020-05-26T17:07:59Z,188,3399,29
1357,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-01-19T14:56:25Z,2021-01-19T18:07:33Z,192,1503,13
1358,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-06-09T13:33:59Z,2020-06-09T17:04:03Z,211,3364,26
1359,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-07-21T13:20:05Z,2020-07-21T17:03:17Z,224,4018,37
1360,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-12-01T14:56:31Z,2020-12-01T18:02:25Z,186,1867,13
1361,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-07-28T14:10:16Z,2020-07-28T17:05:53Z,176,2926,25
1362,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-08-04T13:18:16Z,2020-08-04T16:57:45Z,220,3094,27
1363,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-12-15T14:53:20Z,2020-12-15T18:11:08Z,198,1870,14
1364,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-09-08T13:43:01Z,2020-09-08T17:05:57Z,203,1265,11
1365,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-04-06T13:55:55Z,2021-04-06T17:02:36Z,187,1601,15
1366,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-08-25T13:53:13Z,2020-08-25T17:00:38Z,188,1873,23
1367,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-02-09T14:49:38Z,2021-02-09T18:07:20Z,198,2880,21
1368,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-09-01T13:45:53Z,2020-09-01T17:02:23Z,197,1951,14
1369,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2021-03-02T14:51:34Z,2021-03-02T18:02:45Z,192,2695,20
1370,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-11-17T14:55:18Z,2020-11-17T18:11:35Z,197,2996,26
1371,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-12-08T14:57:03Z,2020-12-08T18:02:47Z,186,2367,17
1372,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-04-21T13:52:19Z,2020-04-21T16:58:34Z,187,2834,39
1373,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-09-29T13:52:29Z,2020-09-29T17:04:12Z,192,2839,26
1374,"Kivunim Ashdod, Tuesday 17:00-20:00",branch80@she-codes.org,2020-10-13T13:53:47Z,2020-10-13T17:01:23Z,188,2496,21
