topic,user_email,start_time,end_time,duration,participants_count
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-07-21T15:15:45Z,2020-07-21T19:32:03Z,257,9
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-06-30T15:28:06Z,2020-06-30T18:29:17Z,182,5
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-06-09T15:26:09Z,2020-06-09T17:29:32Z,124,5
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-04-21T15:38:36Z,2020-04-21T18:26:13Z,168,5
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-06-23T15:26:48Z,2020-06-23T18:17:47Z,171,4
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-07-07T16:17:09Z,2020-07-07T18:36:26Z,140,4
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-03-31T15:36:21Z,2020-03-31T18:32:43Z,177,8
"Gush Etzion, Tuesday 18:30-21:30",branch60@she-codes.org,2020-03-17T16:14:06Z,2020-03-17T16:22:35Z,9,2
NG Summer Challenge 2020 - Group 6,branch60@she-codes.org,2020-08-18T07:27:53Z,2020-08-18T10:42:22Z,195,3
NG Summer Challenge 2020 - Group 6,branch60@she-codes.org,2020-08-19T06:54:38Z,2020-08-19T07:10:14Z,16,3
Gush Etzion,branch60@she-codes.org,2020-08-25T15:27:39Z,2020-08-25T17:13:30Z,106,9
Gush Etzion,branch60@she-codes.org,2020-09-15T15:26:19Z,2020-09-15T18:26:37Z,181,7
Gush Etzion,branch60@she-codes.org,2021-03-09T16:29:41Z,2021-03-09T19:34:32Z,185,6
Gush Etzion,branch60@she-codes.org,2020-10-20T15:27:19Z,2020-10-20T18:31:07Z,184,10
Gush Etzion,branch60@she-codes.org,2020-08-18T15:29:46Z,2020-08-18T18:38:31Z,189,8
Gush Etzion,branch60@she-codes.org,2020-09-01T15:32:13Z,2020-09-01T18:33:26Z,182,5
Gush Etzion,branch60@she-codes.org,2021-01-19T16:30:24Z,2021-01-19T20:01:25Z,212,10
Gush Etzion,branch60@she-codes.org,2020-12-29T16:29:17Z,2020-12-29T19:19:05Z,170,5
Gush Etzion,branch60@she-codes.org,2020-12-22T16:32:59Z,2020-12-22T19:41:01Z,189,8
Gush Etzion,branch60@she-codes.org,2020-10-27T16:22:15Z,2020-10-27T19:36:37Z,195,11
Gush Etzion,branch60@she-codes.org,2021-03-16T16:32:08Z,2021-03-16T19:35:47Z,184,9
Gush Etzion,branch60@she-codes.org,2021-03-02T16:30:01Z,2021-03-02T19:35:41Z,186,9
Gush Etzion,branch60@she-codes.org,2020-09-29T15:27:01Z,2020-09-29T18:34:57Z,188,7
Gush Etzion,branch60@she-codes.org,2021-01-12T16:26:21Z,2021-01-12T19:40:31Z,195,4
Gush Etzion,branch60@she-codes.org,2020-07-28T15:15:57Z,2020-07-28T18:36:24Z,201,9
Gush Etzion,branch60@she-codes.org,2021-01-05T16:28:21Z,2021-01-05T19:35:41Z,188,11
Gush Etzion,branch60@she-codes.org,2020-08-11T14:55:59Z,2020-08-11T18:35:42Z,220,8
Gush Etzion,branch60@she-codes.org,2021-04-06T15:30:33Z,2021-04-06T18:31:29Z,181,10
Gush Etzion,branch60@she-codes.org,2021-02-23T16:30:59Z,2021-02-23T19:33:15Z,183,11
Gush Etzion,branch60@she-codes.org,2021-02-09T16:30:49Z,2021-02-09T19:35:09Z,185,8
Gush Etzion,branch60@she-codes.org,2021-02-16T16:30:16Z,2021-02-16T19:29:44Z,180,6
Gush Etzion,branch60@she-codes.org,2020-09-08T15:28:24Z,2020-09-08T18:31:17Z,183,9
Gush Etzion,branch60@she-codes.org,2021-02-02T16:22:55Z,2021-02-02T19:29:04Z,187,8
Gush Etzion,branch60@she-codes.org,2020-11-10T16:13:58Z,2020-11-10T19:34:40Z,201,16
Gush Etzion,branch60@she-codes.org,2020-09-22T15:28:14Z,2020-09-22T18:34:36Z,187,17
Gush Etzion,branch60@she-codes.org,2020-11-17T16:18:56Z,2020-11-17T19:32:02Z,194,8
Gush Etzion,branch60@she-codes.org,2020-12-08T16:30:03Z,2020-12-08T19:36:13Z,187,9
Gush Etzion,branch60@she-codes.org,2021-01-26T17:01:13Z,2021-01-26T19:42:27Z,162,10
Gush Etzion,branch60@she-codes.org,2020-10-13T15:23:08Z,2020-10-13T18:36:33Z,194,11
Gush Etzion,branch60@she-codes.org,2020-12-01T16:27:07Z,2020-12-01T19:37:04Z,190,8
Gush Etzion,branch60@she-codes.org,2020-08-04T15:23:52Z,2020-08-04T18:29:42Z,186,14
Gush Etzion,branch60@she-codes.org,2020-08-25T17:44:43Z,2020-08-25T18:31:41Z,47,4
Gush Etzion,branch60@she-codes.org,2020-11-03T16:27:02Z,2020-11-03T19:30:36Z,184,7
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-09-13T14:58:04Z,2020-09-13T18:25:57Z,208,147
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-12-13T15:50:54Z,2020-12-13T19:58:04Z,248,60
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-08-30T15:01:07Z,2020-08-30T18:12:26Z,192,77
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-04-12T14:58:21Z,2020-04-12T18:00:25Z,183,236
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-06-21T15:01:32Z,2020-06-21T18:17:53Z,197,68
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-12-06T15:56:50Z,2020-12-06T20:20:31Z,264,85
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-01-10T15:52:24Z,2021-01-10T19:35:51Z,224,71
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-04-05T14:56:34Z,2020-04-05T18:02:25Z,186,181
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-06-14T14:47:29Z,2020-06-14T18:04:02Z,197,63
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-10-18T14:59:08Z,2020-10-18T18:07:45Z,189,70
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-02-14T15:50:31Z,2021-02-14T19:11:46Z,202,146
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-03-14T15:56:32Z,2021-03-14T19:21:06Z,205,86
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-11-15T15:50:52Z,2020-11-15T20:43:46Z,293,121
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-08-02T15:00:14Z,2020-08-02T18:05:21Z,186,92
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-08-23T14:58:43Z,2020-08-23T18:19:58Z,202,91
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-10-25T15:55:11Z,2020-10-25T20:03:15Z,249,72
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-01-24T15:48:16Z,2021-01-24T19:24:34Z,217,41
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-05-10T14:54:56Z,2020-05-10T18:45:38Z,231,52
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-05-31T14:57:16Z,2020-05-31T18:08:09Z,191,76
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-12-27T15:50:02Z,2020-12-27T19:31:24Z,222,67
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-01-31T15:57:06Z,2021-01-31T19:29:55Z,213,208
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-03-22T15:59:55Z,2020-03-22T19:01:47Z,182,77
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-04-26T15:22:23Z,2020-04-26T18:26:06Z,184,59
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-07-26T14:58:43Z,2020-07-26T18:20:49Z,203,122
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-07-05T15:01:23Z,2020-07-05T18:04:25Z,184,71
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-11-01T15:56:24Z,2020-11-01T20:09:17Z,253,74
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-11-29T15:55:58Z,2020-11-29T20:25:46Z,270,94
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-02-07T15:53:07Z,2021-02-07T20:03:19Z,251,152
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-09-06T14:59:19Z,2020-09-06T18:22:43Z,204,67
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-03-29T15:02:50Z,2020-03-29T15:10:35Z,8,43
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-03-15T16:10:18Z,2020-03-15T19:02:37Z,173,21
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-08-16T14:57:39Z,2020-08-16T18:18:21Z,201,82
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-01-03T15:52:44Z,2021-01-03T19:20:29Z,208,65
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-12-20T14:55:09Z,2020-12-20T19:08:26Z,254,74
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-02-21T15:43:49Z,2021-02-21T19:33:37Z,230,147
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-04-04T14:54:49Z,2021-04-04T18:23:58Z,210,46
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-03-21T15:55:55Z,2021-03-21T19:05:01Z,190,66
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-06-07T14:59:02Z,2020-06-07T18:41:39Z,223,60
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-11-08T15:44:49Z,2020-11-08T19:38:21Z,234,137
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-01-17T15:55:11Z,2021-01-17T19:22:08Z,207,63
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-04-19T15:00:06Z,2020-04-19T18:05:36Z,186,209
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-07-19T14:58:15Z,2020-07-19T18:12:34Z,195,121
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-02-28T15:57:54Z,2021-02-28T19:17:33Z,200,95
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-08-09T14:57:50Z,2020-08-09T18:04:31Z,187,82
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-05-24T14:57:18Z,2020-05-24T18:06:45Z,190,92
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2021-03-07T15:56:29Z,2021-03-07T19:07:08Z,191,116
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-05-17T14:51:13Z,2020-05-17T19:16:09Z,265,98
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-11-22T15:55:08Z,2020-11-22T19:36:16Z,222,98
"Intel Haifa, Sunday 18:00-21:00",branch60@she-codes.org,2020-06-28T14:57:40Z,2020-06-28T18:07:19Z,190,71
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-08-17T14:27:10Z,2020-08-17T17:59:11Z,213,41
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-07-06T14:50:58Z,2020-07-06T18:00:57Z,190,21
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-12-07T15:29:15Z,2020-12-07T18:57:24Z,209,58
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-12-21T15:26:26Z,2020-12-21T18:58:41Z,213,35
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-09-07T14:30:45Z,2020-09-07T18:00:18Z,210,33
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-03-08T15:36:42Z,2021-03-08T19:01:26Z,205,61
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-06-15T14:30:27Z,2020-06-15T18:00:28Z,211,35
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-02-15T15:37:55Z,2021-02-15T19:20:04Z,223,94
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-06-01T14:27:58Z,2020-06-01T18:00:25Z,213,47
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-02-22T15:21:50Z,2021-02-22T19:08:19Z,227,97
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-04-05T14:29:55Z,2021-04-05T18:03:31Z,214,42
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-06-08T14:34:25Z,2020-06-08T17:59:55Z,206,29
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-10-19T14:27:17Z,2020-10-19T18:00:58Z,214,50
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-11-16T15:15:48Z,2020-11-16T19:05:46Z,230,105
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-06-22T14:31:06Z,2020-06-22T18:02:02Z,211,25
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-09-21T14:29:02Z,2020-09-21T18:07:45Z,219,83
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-07-13T14:32:58Z,2020-07-13T18:01:25Z,209,32
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-03-22T15:32:00Z,2021-03-22T18:59:39Z,208,39
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-10-26T15:20:32Z,2020-10-26T19:01:12Z,221,49
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-03-01T15:43:10Z,2021-03-01T19:01:14Z,199,84
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-07-27T14:24:57Z,2020-07-27T18:04:36Z,220,63
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-05-25T14:39:36Z,2020-05-25T18:00:08Z,201,41
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-07-20T14:27:05Z,2020-07-20T18:04:19Z,218,90
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-05-18T14:24:55Z,2020-05-18T17:59:43Z,215,59
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-08-24T14:28:29Z,2020-08-24T17:59:25Z,211,33
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-10-12T14:25:31Z,2020-10-12T18:00:08Z,215,54
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-02-01T15:38:22Z,2021-02-01T19:24:32Z,227,153
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-11-23T15:33:20Z,2020-11-23T19:10:01Z,217,70
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-09-14T14:37:19Z,2020-09-14T18:03:36Z,207,84
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-11-02T15:22:54Z,2020-11-02T19:00:37Z,218,69
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-01-11T15:44:48Z,2021-01-11T19:03:39Z,199,37
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-12-28T15:39:00Z,2020-12-28T18:58:55Z,200,41
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-08-10T14:31:17Z,2020-08-10T18:00:21Z,210,50
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-06-29T14:25:24Z,2020-06-29T18:01:32Z,217,44
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-01-25T15:39:19Z,2021-01-25T19:00:44Z,202,39
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-08-31T14:07:01Z,2020-08-31T18:06:32Z,240,42
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-12-14T15:28:20Z,2020-12-14T18:55:49Z,208,52
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-11-30T15:34:54Z,2020-11-30T18:58:49Z,204,61
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2020-08-03T14:23:26Z,2020-08-03T18:01:44Z,219,70
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-01-18T15:28:59Z,2021-01-18T18:51:05Z,203,29
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-03-15T15:21:19Z,2021-03-15T19:03:18Z,222,58
Online Branch- Monday 18:00-21:00,branch60@she-codes.org,2021-02-08T15:32:09Z,2021-02-08T19:21:50Z,230,105
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-07-22T14:56:34Z,2020-07-22T17:52:18Z,176,32
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-01-06T16:13:38Z,2021-01-06T18:55:24Z,162,12
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-08-26T14:56:25Z,2020-08-26T18:02:50Z,187,26
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-11-04T15:57:38Z,2020-11-04T18:56:34Z,179,19
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-07-01T14:56:19Z,2020-07-01T17:56:30Z,181,29
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-30T14:51:06Z,2020-09-30T17:56:39Z,186,27
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-05-27T15:06:09Z,2020-05-27T17:57:55Z,172,27
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-04-22T14:58:04Z,2020-04-22T18:00:25Z,183,49
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-17T15:59:02Z,2021-03-17T19:01:07Z,183,26
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-17T16:01:19Z,2021-02-17T19:04:18Z,183,25
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-07-08T14:57:52Z,2020-07-08T18:15:36Z,198,32
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-03-25T16:07:05Z,2020-03-25T19:01:21Z,175,94
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-10-28T15:55:43Z,2020-10-28T19:03:45Z,189,27
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-17T14:56:46Z,2020-06-17T14:58:35Z,2,2
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-09T14:57:11Z,2020-09-09T18:02:29Z,186,17
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-14T21:38:08Z,2021-03-14T22:23:38Z,46,2
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-11-11T15:57:34Z,2020-11-11T18:59:37Z,183,21
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-08-05T14:59:56Z,2020-08-05T17:58:12Z,179,29
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-24T14:56:06Z,2020-06-24T18:04:27Z,189,23
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-03T14:56:56Z,2020-06-03T18:06:39Z,190,44
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-02T15:02:24Z,2020-09-02T17:57:45Z,176,19
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-24T16:02:32Z,2021-03-24T18:57:07Z,175,17
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-23T15:02:24Z,2020-09-23T18:14:35Z,193,46
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-04-01T14:57:46Z,2020-04-01T18:26:13Z,209,46
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-30T16:00:12Z,2020-12-30T17:43:11Z,103,12
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-01-13T16:00:58Z,2021-01-13T18:59:23Z,179,12
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-10-21T15:01:19Z,2020-10-21T17:54:30Z,174,27
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-09-16T14:54:22Z,2020-09-16T18:17:45Z,204,49
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-07-15T15:03:07Z,2020-07-15T17:55:24Z,173,30
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-05-13T14:53:55Z,2020-05-13T18:03:11Z,190,24
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-09T15:57:23Z,2020-12-09T19:10:32Z,194,13
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-18T14:13:53Z,2021-02-18T14:34:43Z,21,2
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-30T17:45:33Z,2020-12-30T18:55:47Z,71,7
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-17T14:59:09Z,2020-06-17T17:53:36Z,175,26
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-11-25T15:57:16Z,2020-11-25T19:18:16Z,202,19
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-02T15:59:44Z,2020-12-02T19:05:03Z,186,12
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-24T15:50:18Z,2021-02-24T18:54:58Z,185,29
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-23T15:55:35Z,2020-12-23T19:07:50Z,193,17
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-03-18T15:53:31Z,2020-03-18T19:00:24Z,187,61
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-06-10T14:57:25Z,2020-06-10T17:51:19Z,174,22
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-08-12T14:57:27Z,2020-08-12T17:59:37Z,183,18
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-10T16:03:15Z,2021-03-10T19:01:45Z,179,15
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-12-16T15:59:41Z,2020-12-16T19:20:09Z,201,10
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-04-07T15:02:16Z,2021-04-07T18:14:45Z,193,17
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-08-19T14:57:42Z,2020-08-19T18:09:14Z,192,26
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-10-14T15:00:12Z,2020-10-14T18:09:07Z,189,27
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-05-06T14:59:46Z,2020-05-06T18:23:44Z,204,17
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-10T15:59:39Z,2021-02-10T19:00:32Z,181,32
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-02-03T15:54:40Z,2021-02-03T19:00:34Z,186,42
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-03-03T15:59:39Z,2021-03-03T19:04:53Z,186,19
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2020-05-20T14:54:32Z,2020-05-20T18:11:22Z,197,45
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-01-27T16:00:16Z,2021-01-27T18:50:56Z,171,10
"Intel Jeursalem, Wednesday 18:00-21:00",branch60@she-codes.org,2021-01-20T16:06:27Z,2021-01-20T18:59:10Z,173,22
"ירדן, לי, אלה וסביון",branch60@she-codes.org,2021-03-24T12:03:06Z,2021-03-24T12:58:33Z,56,5
ישיבת צוות אינטל חיפה,branch60@she-codes.org,2021-04-09T06:59:18Z,2021-04-09T08:39:43Z,101,14
"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-03-23T18:20:02Z,2020-03-23T19:31:47Z,72,21
"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-03-30T14:43:33Z,2020-03-30T18:27:37Z,225,25
"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-03-23T16:24:11Z,2020-03-23T18:18:29Z,115,37
"Beit Shemesh, Monday 18:30-21:30",branch70@she-codes.org,2020-04-06T15:33:47Z,2020-04-06T18:13:49Z,161,17
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-31T14:52:25Z,2020-03-31T14:53:11Z,1,2
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-01T16:19:49Z,2020-12-01T19:35:54Z,197,43
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-04-06T15:30:24Z,2021-04-06T18:31:57Z,182,17
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-01-05T16:25:19Z,2021-01-05T19:24:57Z,180,36
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-04-07T15:27:01Z,2020-04-07T18:37:27Z,191,95
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-09T15:20:42Z,2020-06-09T18:33:01Z,193,22
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-07-28T15:22:10Z,2020-07-28T18:16:28Z,175,11
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-08-18T15:25:44Z,2020-08-18T18:21:50Z,177,18
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-15T14:52:36Z,2020-09-15T14:56:40Z,5,4
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-02-02T16:26:39Z,2021-02-02T19:24:52Z,179,16
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-03-09T16:27:45Z,2021-03-09T19:17:37Z,170,13
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-03-24T13:25:49Z,2020-03-24T13:30:01Z,5,2
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-22T16:17:28Z,2020-12-22T20:17:00Z,240,34
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-10-27T16:24:45Z,2020-10-27T19:32:06Z,188,37
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-05-19T15:15:26Z,2020-05-19T18:48:39Z,214,37
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-22T15:23:39Z,2020-09-22T18:36:04Z,193,44
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-28T09:02:10Z,2020-09-28T09:55:44Z,54,2
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-01T15:23:32Z,2020-09-01T18:17:13Z,174,17
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-06-16T15:15:22Z,2020-06-16T15:16:26Z,2,2
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-05-05T15:21:38Z,2020-05-05T18:38:17Z,197,30
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-09-29T15:23:52Z,2020-09-29T18:36:04Z,193,51
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2021-01-19T16:17:39Z,2021-01-19T19:25:11Z,188,23
"Technion, Tuesday 18:30-21:30",branch70@she-codes.org,2020-12-08T16:21:14Z,2020-12-08T19:31:46Z,191,33
